image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0324.JPEG,"A deformation is present at the center of the side door. The metal material displays a noticeable change in form, indicating impact or stress to the area.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0296.JPEG,Inspection reveals a crack in the center of the rear window. The glass material shows clear signs of disruption where the damage has occurred. The condition of the rear window should be monitored for any changes,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0100.JPEG,"The front fender exhibits a deformation located at the center. The metal material is visibly affected, presenting irregularities in its shape and surface texture.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\download (8).jpeg,"Noted deformation at the center of the front bumper, which is constructed of metal. This deformation is also impacting the functionality of the head nearby.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (22).jpeg,The front edge of the hood has been observed to exhibit deformation. The metal surface shows signs of bending that affects the overall shape of the component.,0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0380.JPEG,"Upper section deformation has been detected on the front fender, which is made of metal. The head adjacent to this area shows potential alignment issues related to the fender's condition.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0289.JPEG,"The rear quarter panel exhibits observable deformation at its center. The metal material is visibly impacted, suggesting a change in shape. Further inspection may be warranted to assess the extent of the deformation basically",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\e060a4b36c4d48caba0b12da354d3585_thb.jpg,The hood exhibits a deformation located centrally. The metal surface shows signs of distortion. Further inspection may be warranted to assess the extent of the impact.,0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0077.JPEG,The front bumper exhibits a dent located on the lower left area. The damage is present on the plastic material. The condition of the adjacent head remains unaffected tbh,0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0026.JPEG,"Observations indicate that the center part of the rear bumper is deformed. The bumper is composed of plastic, which is visibly distorted. There are no other components showing damage.",1,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0046.JPEG,"I noticed that front bumper is deformed in the center area. The visible metal material is bent, affecting its original configuration. Further investigation might be necessary to determine the extent of the alteration.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images - 2022-12-12T151418.111.jpeg,"I noticed that the entire front bumper is missing, which has resulted in the visibility of metal parts underneath. The absence of this component was noted during the inspection, with no signs of the bumper found.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0077.JPEG,"Inspection reveals a dent on the lower left side of the front bumper, which is constructed from plastic. The head adjacent to this area appears to be in good condition.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (96).jpeg,"The front bumper exhibits noticeable deformation on the left side, with both metal and plastic materials impacted. There is a visible alignment issue with the hood, suggesting possible interaction between the two components.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0220.JPEG,"At the center of the rear bumper, deformation is noted. The damage affects both the metal and plastic components. The trunk lid is nearby and could be impacted as well.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0037.JPEG,The rear window has been observed to be shattered at the center. Glass fragments are visible and have compromised the structural integrity of the window component. Further inspection of surrounding areas may be necessary.,0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (90).jpeg,A dent was observed on the center of the metal door. The indentation is clearly visible and disrupts the smooth surface of the component. No other damages were noted in the immediate vicinity.,0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (56).jpeg,"Check reveals a dent in the center section of the metal door. The damage creates a depression in the surface, affecting the door's overall appearance. Surrounding areas remain intact with no signs of additional damage.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0089.jpeg,"The front bumper has been observed to display deformation on the right side. The material present is plastic, which is visibly affected by the structural change. Further inspection may be warranted for additional assessment.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0245.jpeg,"Inspection revealed a dent in the upper center of the door, made of metal. The rear fender is in proximity to this damaged area, but no additional damage was noted on it.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (46).jpeg,"A dent is present on the center of the door, affecting the metal material. The deformation is observable and alters the surface contour of the component. Further inspection may be required for a detailed assessment.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0027.JPEG,"Inspection reveals that the front right fender, constructed from metal, has sustained deformation. The door next to it is not impacted and appears to be in its original condition.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0018.JPEG,"Inspection reveals that the center of the front bumper has undergone deformation. The metal material shows signs of bending, which alters its original form. Additional evaluation may be necessary to assess the repair needs.",2,severe,2,training
